"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","Traffic Class","Info"
"1539","243.950364574","0.028221054","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1918","607","0x00","58226  >  36638 [ACK] Seq=1918 Ack=607 Win=130944 Len=0 TSval=3207094258 TSecr=912074926"
"1540","243.950379789","0.000015215","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1918","607","0x00","Application Data"
"1541","243.995649763","0.045269974","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2083","0x00","Application Data"
"1542","244.066336307","0.070686544","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2083","692","0x00","58226  >  36638 [ACK] Seq=2083 Ack=692 Win=130944 Len=0 TSval=3207094365 TSecr=912075000"
"1543","244.066351479","0.000015172","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2083","692","0x00","Application Data"
"1544","244.120103325","0.053751846","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2168","0x00","36638  >  58226 [ACK] Seq=692 Ack=2168 Win=64128 Len=0 TSval=912075124 TSecr=3207094370"
"1545","244.189618789","0.069515464","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2168","0x00","36638  >  58226 [ACK] Seq=692 Ack=2168 Win=64128 Len=1428 TSval=912075194 TSecr=3207094370 [TCP segment of a reassembled PDU]"
"1546","244.189631902","0.000013113","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2168","0x00","Application Data"
"1547","244.330205840","0.140573938","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2168","2120","0x00","58226  >  36638 [ACK] Seq=2168 Ack=2120 Win=129600 Len=0 TSval=3207094551 TSecr=912075194"
"1548","244.330216361","0.000010521","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2168","2217","0x00","58226  >  36638 [ACK] Seq=2168 Ack=2217 Win=130944 Len=0 TSval=3207094563 TSecr=912075194"
"1549","244.330218873","0.000002512","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2168","2217","0x00","Application Data"
"1550","244.330223944","0.000005071","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2269","0x00","36638  >  58226 [ACK] Seq=2217 Ack=2269 Win=64128 Len=0 TSval=912075335 TSecr=3207094599"
"1551","244.395427680","0.065203736","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2269","0x00","Application Data"
"1552","244.493501866","0.098074186","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2269","2590","0x00","58226  >  36638 [ACK] Seq=2269 Ack=2590 Win=130688 Len=0 TSval=3207094765 TSecr=912075400"
"1553","244.536166016","0.042664150","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2269","2590","0x00","Application Data"
"1554","244.536182551","0.000016535","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2354","0x00","36638  >  58226 [ACK] Seq=2590 Ack=2354 Win=64128 Len=0 TSval=912075540 TSecr=3207094781"
"1555","244.542776647","0.006594096","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2354","0x00","Application Data"
"1556","244.648170181","0.105393534","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2354","2691","0x00","58226  >  36638 [ACK] Seq=2354 Ack=2691 Win=130944 Len=0 TSval=3207094930 TSecr=912075547"
"1557","244.689265473","0.041095292","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2354","2691","0x00","Application Data"
"1558","244.732107609","0.042842136","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2759","0x00","36638  >  58226 [ACK] Seq=2691 Ack=2759 Win=64128 Len=0 TSval=912075736 TSecr=3207094943"
"1559","244.740317389","0.008209780","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2759","0x00","Application Data"
"1560","244.828464363","0.088146974","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2759","2776","0x00","58226  >  36638 [ACK] Seq=2759 Ack=2776 Win=130944 Len=0 TSval=3207095107 TSecr=912075745"
"1561","244.828521237","0.000056874","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2759","2776","0x00","Application Data"
"1562","244.828565366","0.000044129","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2844","0x00","36638  >  58226 [ACK] Seq=2776 Ack=2844 Win=64128 Len=0 TSval=912075833 TSecr=3207095113"
"1563","244.832102288","0.003536922","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2844","0x00","Application Data"
"1564","245.044645273","0.212542985","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2844","2861","0x00","58226  >  36638 [ACK] Seq=2844 Ack=2861 Win=130944 Len=0 TSval=3207095221 TSecr=912075836"
"1565","245.044661046","0.000015773","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2844","2861","0x00","Application Data"
"1566","245.088170729","0.043509683","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2961","0x00","36638  >  58226 [ACK] Seq=2861 Ack=2961 Win=64128 Len=0 TSval=912076092 TSecr=3207095227"
"1567","245.181298663","0.093127934","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","203","2844","2861","0x00","[TCP Spurious Retransmission] 58226  >  36638 [PSH, ACK] Seq=2844 Ack=2861 Win=131072 Len=117 TSval=3207095467 TSecr=912075836"
"1568","245.181316220","0.000017557","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","2861","2961","0x00","[TCP Dup ACK 1566#1] 36638  >  58226 [ACK] Seq=2861 Ack=2961 Win=64128 Len=0 TSval=912076186 TSecr=3207095467 SLE=2844 SRE=2961"
"1575","247.051146094","1.869829874","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2961","0x00","Application Data"
"1578","247.180323316","0.129177222","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2961","2946","0x00","58226  >  36638 [ACK] Seq=2961 Ack=2946 Win=130944 Len=0 TSval=3207097472 TSecr=912078055"
"1579","247.180339258","0.000015942","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2961","2946","0x00","Application Data"
"1580","247.180351350","0.000012092","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3078","0x00","36638  >  58226 [ACK] Seq=2946 Ack=3078 Win=64128 Len=0 TSval=912078185 TSecr=3207097478"
"1583","249.186158409","2.005807059","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3078","0x00","Application Data"
"1584","249.478761153","0.292602744","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3078","3031","0x00","58226  >  36638 [ACK] Seq=3078 Ack=3031 Win=130944 Len=0 TSval=3207099604 TSecr=912080191"
"1585","249.478776450","0.000015297","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3078","3031","0x00","Application Data"
"1586","249.478788446","0.000011996","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3195","0x00","36638  >  58226 [ACK] Seq=3031 Ack=3195 Win=64128 Len=0 TSval=912080483 TSecr=3207099610"
"1587","251.484099091","2.005310645","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3195","0x00","Application Data"
"1588","251.700791912","0.216692821","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3195","3116","0x00","58226  >  36638 [ACK] Seq=3195 Ack=3116 Win=130944 Len=0 TSval=3207101940 TSecr=912082488"
"1589","251.700806860","0.000014948","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3195","3116","0x00","Application Data"
"1590","251.700818872","0.000012012","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3312","0x00","36638  >  58226 [ACK] Seq=3116 Ack=3312 Win=64128 Len=0 TSval=912082705 TSecr=3207101946"
"1592","253.706465210","2.005646338","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3312","0x00","Application Data"
"1593","253.802465162","0.095999952","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3312","3201","0x00","58226  >  36638 [ACK] Seq=3312 Ack=3201 Win=131072 Len=0 TSval=3207104127 TSecr=912084711"
"1594","253.802480131","0.000014969","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3312","3201","0x00","Application Data"
"1595","253.802492478","0.000012347","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3429","0x00","36638  >  58226 [ACK] Seq=3201 Ack=3429 Win=64128 Len=0 TSval=912084807 TSecr=3207104132"
"1596","255.807791435","2.005298957","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3429","0x00","Application Data"
"1597","256.019868944","0.212077509","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3429","3286","0x00","58226  >  36638 [ACK] Seq=3429 Ack=3286 Win=131072 Len=0 TSval=3207106248 TSecr=912086812"
"1598","256.019885208","0.000016264","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3429","3286","0x00","Application Data"
"1599","256.019898038","0.000012830","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3546","0x00","36638  >  58226 [ACK] Seq=3286 Ack=3546 Win=64128 Len=0 TSval=912087024 TSecr=3207106254"
"1600","256.023420312","0.003522274","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3546","0x00","Application Data"
"1601","256.046743640","0.023323328","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3546","3371","0x00","58226  >  36638 [ACK] Seq=3546 Ack=3371 Win=131072 Len=0 TSval=3207106377 TSecr=912087028"
"1602","256.091978396","0.045234756","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3546","3371","0x00","Application Data"
"1603","256.095328672","0.003350276","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3631","0x00","Application Data"
"1604","256.224644783","0.129316111","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3631","3456","0x00","58226  >  36638 [ACK] Seq=3631 Ack=3456 Win=130944 Len=0 TSval=3207106494 TSecr=912087100"
"1605","256.224660558","0.000015775","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3631","3456","0x00","Application Data"
"1606","256.232140593","0.007480035","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3716","0x00","Encrypted Alert"
"1607","256.232191046","0.000050453","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3716","0x00","36638  >  58226 [FIN, ACK] Seq=3525 Ack=3716 Win=64128 Len=0 TSval=912087237 TSecr=3207106499"
"1608","256.283217506","0.051026460","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3716","3525","0x00","58226  >  36638 [ACK] Seq=3716 Ack=3525 Win=130944 Len=0 TSval=3207106593 TSecr=912087237"
"1609","256.283229808","0.000012302","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3716","3526","0x00","58226  >  36638 [ACK] Seq=3716 Ack=3526 Win=130944 Len=0 TSval=3207106593 TSecr=912087237"
"1610","261.257898292","4.974668484","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3716","3526","0x00","Encrypted Alert"
"1611","261.257914244","0.000015952","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0x00","36638  >  58226 [RST] Seq=3526 Win=0 Len=0"
"1612","261.257927024","0.000012780","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3785","3526","0x00","58226  >  36638 [FIN, ACK] Seq=3785 Ack=3526 Win=130944 Len=0 TSval=3207111505 TSecr=912087237"
"1613","261.257928911","0.000001887","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0x00","36638  >  58226 [RST] Seq=3526 Win=0 Len=0"
"1614","261.257930744","0.000001833","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3786","3526","0x00","58226  >  36638 [RST, ACK] Seq=3786 Ack=3526 Win=130944 Len=0"
"1619","263.978969105","2.721038361","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","0x00","53217  >  15118 Len=10"
"1622","264.016948513","0.037979408","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","0x00","15118  >  53217 Len=28"
"1625","264.314549119","0.297600606","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0x00","36640  >  58226 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=912095319 TSecr=0 WS=128"
"1626","264.660897498","0.346348379","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0x00","58226  >  36640 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=3106321291 TSecr=912095319 SACK_PERM=1"
"1627","264.660924726","0.000027228","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0x00","36640  >  58226 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=912095666 TSecr=3106321291"
"1628","264.660935505","0.000010779","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0x00","[TCP Out-Of-Order] 58226  >  36640 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=3106321393 TSecr=912095319 SACK_PERM=1"
"1629","264.660937561","0.000002056","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0x00","[TCP Dup ACK 1627#1] 36640  >  58226 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=912095666 TSecr=3106321291"
"1630","264.665737264","0.004799703","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0x00","[TCP Window Update] 58226  >  36640 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=3106321509 TSecr=912095666"
"1631","264.683241877","0.017504613","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","0x00","Client Hello"
"1632","264.728752418","0.045510541","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0x00","58226  >  36640 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=3106321563 TSecr=912095688"
"1633","264.728771391","0.000018973","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","0x00","Server Hello"
"1634","264.728801503","0.000030112","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0x00","36640  >  58226 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=912095733 TSecr=3106321573"
"1635","264.733066596","0.004265093","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","0x00","Certificate"
"1636","264.733081470","0.000014874","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0x00","36640  >  58226 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=912095738 TSecr=3106321573"
"1637","264.822340618","0.089259148","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","216","1529","203","0x00","Server Key Exchange, Server Hello Done"
"1638","264.822356644","0.000016026","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1659","0x00","36640  >  58226 [ACK] Seq=203 Ack=1659 Win=63360 Len=0 TSval=912095827 TSecr=3106321585"
"1639","264.836259208","0.013902564","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1659","0x00","Client Key Exchange"
"1640","264.935143363","0.098884155","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1659","245","0x00","58226  >  36640 [ACK] Seq=1659 Ack=245 Win=131072 Len=0 TSval=3106321720 TSecr=912095841"
"1641","264.935162926","0.000019563","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1659","0x00","Change Cipher Spec, Encrypted Handshake Message"
"1642","265.123924790","0.188761864","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1659","336","0x00","58226  >  36640 [ACK] Seq=1659 Ack=336 Win=131008 Len=0 TSval=3106321818 TSecr=912095940"
"1643","265.123938139","0.000013349","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1659","336","0x00","Change Cipher Spec"
"1644","265.164758704","0.040820565","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1665","0x00","36640  >  58226 [ACK] Seq=336 Ack=1665 Win=64128 Len=0 TSval=912096169 TSecr=3106321819"
"1645","265.213455894","0.048697190","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1665","336","0x00","Encrypted Handshake Message"
"1646","265.213502171","0.000046277","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1750","0x00","36640  >  58226 [ACK] Seq=336 Ack=1750 Win=64128 Len=0 TSval=912096218 TSecr=3106322048"
"1647","265.240131974","0.026629803","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1750","0x00","Application Data"
"1648","265.329582715","0.089450741","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1750","437","0x00","58226  >  36640 [ACK] Seq=1750 Ack=437 Win=130944 Len=0 TSval=3106322115 TSecr=912096245"
"1649","265.339055853","0.009473138","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1750","437","0x00","Application Data"
"1650","265.380101542","0.041045689","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1819","0x00","36640  >  58226 [ACK] Seq=437 Ack=1819 Win=64128 Len=0 TSval=912096385 TSecr=3106322120"
"1651","265.397873812","0.017772270","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1819","0x00","Application Data"
"1654","265.512617527","0.114743715","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1819","522","0x00","58226  >  36640 [ACK] Seq=1819 Ack=522 Win=130944 Len=0 TSval=3106322294 TSecr=912096402"
"1655","265.512661940","0.000044413","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1819","522","0x00","Application Data"
"1656","265.512671993","0.000010053","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1920","0x00","36640  >  58226 [ACK] Seq=522 Ack=1920 Win=64128 Len=0 TSval=912096517 TSecr=3106322299"
"1657","265.519876316","0.007204323","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1920","0x00","Application Data"
"1658","265.615595772","0.095719456","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1920","607","0x00","58226  >  36640 [ACK] Seq=1920 Ack=607 Win=130944 Len=0 TSval=3106322390 TSecr=912096524"
"1659","265.615610853","0.000015081","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1920","607","0x00","Application Data"
"1662","265.656092575","0.040481722","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2085","0x00","36640  >  58226 [ACK] Seq=607 Ack=2085 Win=64128 Len=0 TSval=912096661 TSecr=3106322396"
"1663","265.667105912","0.011013337","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2085","0x00","Application Data"
"1665","265.795417823","0.128311911","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2085","692","0x00","58226  >  36640 [ACK] Seq=2085 Ack=692 Win=130944 Len=0 TSval=3106322561 TSecr=912096672"
"1666","265.795432775","0.000014952","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2085","692","0x00","Application Data"
"1667","265.795444681","0.000011906","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2170","0x00","36640  >  58226 [ACK] Seq=692 Ack=2170 Win=64128 Len=0 TSval=912096800 TSecr=3106322566"
"1668","265.917201315","0.121756634","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2170","0x00","36640  >  58226 [ACK] Seq=692 Ack=2170 Win=64128 Len=1428 TSval=912096922 TSecr=3106322566 [TCP segment of a reassembled PDU]"
"1669","265.917216829","0.000015514","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2170","0x00","Application Data"
"1670","265.987014719","0.069797890","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2170","2217","0x00","58226  >  36640 [ACK] Seq=2170 Ack=2217 Win=129536 Len=0 TSval=3106322800 TSecr=912096922"
"1671","265.992450002","0.005435283","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2170","2217","0x00","Application Data"
"1672","265.992849184","0.000399182","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2271","0x00","36640  >  58226 [ACK] Seq=2217 Ack=2271 Win=64128 Len=0 TSval=912096997 TSecr=3106322834"
"1673","266.065845330","0.072996146","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2271","0x00","Application Data"
"1674","266.071329379","0.005484049","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2271","2590","0x00","58226  >  36640 [ACK] Seq=2271 Ack=2590 Win=130688 Len=0 TSval=3106322914 TSecr=912097070"
"1675","266.090267787","0.018938408","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2271","2590","0x00","Application Data"
"1676","266.090382765","0.000114978","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2356","0x00","36640  >  58226 [ACK] Seq=2590 Ack=2356 Win=64128 Len=0 TSval=912097095 TSecr=3106322928"
"1677","266.095698967","0.005316202","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2356","0x00","Application Data"
"1678","266.100653674","0.004954707","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2356","2691","0x00","58226  >  36640 [ACK] Seq=2356 Ack=2691 Win=130944 Len=0 TSval=3106322943 TSecr=912097100"
"1679","266.113819930","0.013166256","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2356","2691","0x00","Application Data"
"1680","266.160066928","0.046246998","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2761","0x00","36640  >  58226 [ACK] Seq=2691 Ack=2761 Win=64128 Len=0 TSval=912097165 TSecr=3106322956"
"1681","266.164552226","0.004485298","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2761","0x00","Application Data"
"1682","266.365284718","0.200732492","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2761","2776","0x00","58226  >  36640 [ACK] Seq=2761 Ack=2776 Win=130944 Len=0 TSval=3106323092 TSecr=912097169"
"1683","266.365344452","0.000059734","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2761","2776","0x00","Application Data"
"1684","266.365556122","0.000211670","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2846","0x00","36640  >  58226 [ACK] Seq=2776 Ack=2846 Win=64128 Len=0 TSval=912097370 TSecr=3106323095"
"1685","266.368821807","0.003265685","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2846","0x00","Application Data"
"1686","266.559595556","0.190773749","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2846","2861","0x00","58226  >  36640 [ACK] Seq=2846 Ack=2861 Win=130944 Len=0 TSval=3106323221 TSecr=912097373"
"1687","266.559610969","0.000015413","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2846","2861","0x00","Application Data"
"1688","266.600110364","0.040499395","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2963","0x00","36640  >  58226 [ACK] Seq=2861 Ack=2963 Win=64128 Len=0 TSval=912097605 TSecr=3106323224"
"1689","266.656671676","0.056561312","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","203","2846","2861","0x00","[TCP Spurious Retransmission] 58226  >  36640 [PSH, ACK] Seq=2846 Ack=2861 Win=131072 Len=117 TSval=3106323486 TSecr=912097373"
