"No.","Time","Time Diff","Source","Destination","Protocol","Length","Sequence Number","Acknowledgment Number","TCP Segment Len","Traffic Class","Info"
"1486","229.968730040","0.000011475","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2846","2861","117","0xe0","Application Data"
"1487","230.009391249","0.040661209","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2963","0","0xe0","39040  >  64616 [ACK] Seq=2861 Ack=2963 Win=64128 Len=0 TSval=913447920 TSecr=245729302"
"1488","230.106070103","0.096678854","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","203","2846","2861","117","0xe0","[TCP Spurious Retransmission] 64616  >  39040 [PSH, ACK] Seq=2846 Ack=2861 Win=131072 Len=117 TSval=245729553 TSecr=913447608"
"1489","230.106087551","0.000017448","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","2861","2963","0","0xe0","[TCP Dup ACK 1487#1] 39040  >  64616 [ACK] Seq=2861 Ack=2963 Win=64128 Len=0 TSval=913448017 TSecr=245729553 SLE=2846 SRE=2963"
"1490","230.114832589","0.008745038","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","2963","2861","0","0xe0","[TCP Dup ACK 1485#1] 64616  >  39040 [ACK] Seq=2963 Ack=2861 Win=131072 Len=0 TSval=245729572 TSecr=913447876 SLE=2776 SRE=2861"
"1493","231.975158930","1.860326341","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2963","85","0xe0","Application Data"
"1494","232.260471333","0.285312403","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2963","2946","0","0xe0","64616  >  39040 [ACK] Seq=2963 Ack=2946 Win=130944 Len=0 TSval=245731570 TSecr=913449886"
"1495","232.260487170","0.000015837","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2963","2946","117","0xe0","Application Data"
"1496","232.260499418","0.000012248","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3080","0","0xe0","39040  >  64616 [ACK] Seq=2946 Ack=3080 Win=64128 Len=0 TSval=913450171 TSecr=245731573"
"1497","232.469942686","0.209443268","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","203","2963","2946","117","0xe0","[TCP Spurious Retransmission] 64616  >  39040 [PSH, ACK] Seq=2963 Ack=2946 Win=131072 Len=117 TSval=245731882 TSecr=913449886"
"1498","232.469961012","0.000018326","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","2946","3080","0","0xe0","[TCP Dup ACK 1496#1] 39040  >  64616 [ACK] Seq=2946 Ack=3080 Win=64128 Len=0 TSval=913450381 TSecr=245731882 SLE=2963 SRE=3080"
"1501","234.266020003","1.796058991","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3080","85","0xe0","Application Data"
"1502","234.528087783","0.262067780","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3080","3031","0","0xe0","64616  >  39040 [ACK] Seq=3080 Ack=3031 Win=130944 Len=0 TSval=245733929 TSecr=913452177"
"1503","234.528103903","0.000016120","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3080","3031","117","0xe0","Application Data"
"1504","234.528116197","0.000012294","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3197","0","0xe0","39040  >  64616 [ACK] Seq=3031 Ack=3197 Win=64128 Len=0 TSval=913452439 TSecr=245733935"
"1507","236.533261230","2.005145033","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3197","85","0xe0","Application Data"
"1508","236.848689969","0.315428739","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3197","3116","0","0xe0","64616  >  39040 [ACK] Seq=3197 Ack=3116 Win=130944 Len=0 TSval=245736174 TSecr=913454444"
"1509","236.848704959","0.000014990","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3197","3116","117","0xe0","Application Data"
"1510","236.848717156","0.000012197","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3314","0","0xe0","39040  >  64616 [ACK] Seq=3116 Ack=3314 Win=64128 Len=0 TSval=913454760 TSecr=245736180"
"1526","238.853785081","2.005067925","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3314","85","0xe0","Application Data"
"1528","238.916017271","0.062232190","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3314","3201","0","0xe0","64616  >  39040 [ACK] Seq=3314 Ack=3201 Win=131072 Len=0 TSval=245738413 TSecr=913456765"
"1529","238.921297597","0.005280326","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3314","3201","117","0xe0","Application Data"
"1530","238.921319583","0.000021986","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3431","0","0xe0","39040  >  64616 [ACK] Seq=3201 Ack=3431 Win=64128 Len=0 TSval=913456832 TSecr=245738419"
"1531","240.926442067","2.005122484","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3431","85","0xe0","Application Data"
"1532","240.993782115","0.067340048","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3431","3286","0","0xe0","64616  >  39040 [ACK] Seq=3431 Ack=3286 Win=131072 Len=0 TSval=245740488 TSecr=913458837"
"1533","240.996211620","0.002429505","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3431","3286","117","0xe0","Application Data"
"1534","240.996233484","0.000021864","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3548","0","0xe0","39040  >  64616 [ACK] Seq=3286 Ack=3548 Win=64128 Len=0 TSval=913458907 TSecr=245740493"
"1535","240.999787966","0.003554482","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3548","85","0xe0","Application Data"
"1536","241.018259402","0.018471436","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3548","3371","0","0xe0","64616  >  39040 [ACK] Seq=3548 Ack=3371 Win=131072 Len=0 TSval=245740514 TSecr=913458911"
"1537","241.024905096","0.006645694","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3548","3371","85","0xe0","Application Data"
"1538","241.028329638","0.003424542","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3371","3633","85","0xe0","Application Data"
"1539","241.048408835","0.020079197","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3633","3456","0","0xe0","64616  >  39040 [ACK] Seq=3633 Ack=3456 Win=130944 Len=0 TSval=245740539 TSecr=913458939"
"1540","241.051341400","0.002932565","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","3633","3456","85","0xe0","Application Data"
"1541","241.059359846","0.008018446","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","155","3456","3718","69","0xe0","Encrypted Alert"
"1542","241.059409147","0.000049301","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3525","3718","0","0xe0","39040  >  64616 [FIN, ACK] Seq=3525 Ack=3718 Win=64128 Len=0 TSval=913458970 TSecr=245740543"
"1543","241.091469532","0.032060385","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3718","3525","0","0xe0","64616  >  39040 [ACK] Seq=3718 Ack=3525 Win=130944 Len=0 TSval=245740572 TSecr=913458970"
"1544","241.091483480","0.000013948","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3718","3526","0","0xe0","64616  >  39040 [ACK] Seq=3718 Ack=3526 Win=130944 Len=0 TSval=245740572 TSecr=913458970"
"1550","246.130204659","5.038721179","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","3718","3526","69","0xe0","Encrypted Alert"
"1551","246.130260642","0.000055983","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39040  >  64616 [RST] Seq=3526 Win=0 Len=0"
"1552","246.130311984","0.000051342","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3787","3526","0","0xe0","64616  >  39040 [FIN, ACK] Seq=3787 Ack=3526 Win=130944 Len=0 TSval=245745548 TSecr=913458970"
"1553","246.130328068","0.000016084","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","74","3526","0","0","0x00","39040  >  64616 [RST] Seq=3526 Win=0 Len=0"
"1554","246.130343735","0.000015667","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","74","3788","3526","0","0xe0","64616  >  39040 [RST, ACK] Seq=3788 Ack=3526 Win=130944 Len=0"
"1557","248.805790780","2.675447045","fe80::f4af:cb28:5ee1:34bd","ff02::1","UDP","72","","","","0xe0","49248  >  15118 Len=10"
"1558","248.862102710","0.056311930","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","UDP","90","","","","0xe0","15118  >  49248 Len=28"
"1559","249.147199832","0.285097122","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","94","0","0","0","0x00","39042  >  64616 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM=1 TSval=913467058 TSecr=0 WS=128"
"1560","249.371748432","0.224548600","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","64616  >  39042 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=1359886684 TSecr=913467058 SACK_PERM=1"
"1561","249.371851715","0.000103283","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","1","1","0","0x00","39042  >  64616 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=913467282 TSecr=1359886684"
"1562","249.391182461","0.019330746","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","288","1","1","202","0xe0","Client Hello"
"1563","249.400606165","0.009423704","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","203","0","0xe0","64616  >  39042 [ACK] Seq=1 Ack=203 Win=131136 Len=0 TSval=1359886830 TSecr=913467302"
"1564","249.422821131","0.022214966","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","176","1","203","90","0xe0","Server Hello"
"1565","249.422854453","0.000033322","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","91","0","0xe0","39042  >  64616 [ACK] Seq=203 Ack=91 Win=64896 Len=0 TSval=913467333 TSecr=1359886839"
"1566","249.422866319","0.000011866","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","1524","91","203","1438","0xe0","Certificate"
"1567","249.422868382","0.000002063","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1529","0","0xe0","39042  >  64616 [ACK] Seq=203 Ack=1529 Win=63488 Len=0 TSval=913467333 TSecr=1359886839"
"1568","249.448073834","0.025205452","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","215","1529","203","129","0xe0","Server Key Exchange, Server Hello Done"
"1569","249.448091592","0.000017758","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","203","1658","0","0xe0","39042  >  64616 [ACK] Seq=203 Ack=1658 Win=63360 Len=0 TSval=913467359 TSecr=1359886860"
"1570","249.459666097","0.011574505","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","128","203","1658","42","0xe0","Client Key Exchange"
"1571","249.495312024","0.035645927","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","245","0","0xe0","64616  >  39042 [ACK] Seq=1658 Ack=245 Win=131072 Len=0 TSval=1359886923 TSecr=913467370"
"1572","249.495331430","0.000019406","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","177","245","1658","91","0xe0","Change Cipher Spec, Encrypted Handshake Message"
"1573","249.566125861","0.070794431","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1658","336","0","0xe0","64616  >  39042 [ACK] Seq=1658 Ack=336 Win=131008 Len=0 TSval=1359886950 TSecr=913467406"
"1574","249.566138988","0.000013127","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","92","1658","336","6","0xe0","Change Cipher Spec"
"1575","249.607728936","0.041589948","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","98","0","1","0","0x00","[TCP Out-Of-Order] 64616  >  39042 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=64 TSval=1359886786 TSecr=913467058 SACK_PERM=1"
"1576","249.607744314","0.000015378","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","98","336","1664","0","0xe0","39042  >  64616 [ACK] Seq=336 Ack=1664 Win=64128 Len=0 TSval=913467518 TSecr=1359886951 SLE=0 SRE=1"
"1577","249.607755862","0.000011548","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1","1","0","0x00","64616  >  39042 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=1359886823 TSecr=913467282"
"1578","249.612792136","0.005036274","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","1664","336","85","0xe0","Encrypted Handshake Message"
"1579","249.612811457","0.000019321","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","336","1749","0","0xe0","39042  >  64616 [ACK] Seq=336 Ack=1749 Win=64128 Len=0 TSval=913467523 TSecr=1359887041"
"1580","249.639968260","0.027156803","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","336","1749","101","0xe0","Application Data"
"1581","249.663102208","0.023133948","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1749","437","0","0xe0","64616  >  39042 [ACK] Seq=1749 Ack=437 Win=130944 Len=0 TSval=1359887076 TSecr=913467551"
"1582","249.663112278","0.000010070","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","155","1749","437","69","0xe0","Application Data"
"1583","249.704907650","0.041795372","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","437","1818","0","0xe0","39042  >  64616 [ACK] Seq=437 Ack=1818 Win=64128 Len=0 TSval=913467615 TSecr=1359887083"
"1584","249.728139759","0.023232109","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","437","1818","85","0xe0","Application Data"
"1585","249.816778922","0.088639163","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1818","522","0","0xe0","64616  >  39042 [ACK] Seq=1818 Ack=522 Win=130944 Len=0 TSval=1359887212 TSecr=913467639"
"1586","249.816846866","0.000067944","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","1818","522","101","0xe0","Application Data"
"1587","249.816916643","0.000069777","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","522","1919","0","0xe0","39042  >  64616 [ACK] Seq=522 Ack=1919 Win=64128 Len=0 TSval=913467727 TSecr=1359887218"
"1588","249.821564527","0.004647884","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","522","1919","85","0xe0","Application Data"
"1589","249.866649149","0.045084622","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","1919","607","0","0xe0","64616  >  39042 [ACK] Seq=1919 Ack=607 Win=130944 Len=0 TSval=1359887280 TSecr=913467732"
"1590","249.866665261","0.000016112","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","251","1919","607","165","0xe0","Application Data"
"1591","249.908911732","0.042246471","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","607","2084","0","0xe0","39042  >  64616 [ACK] Seq=607 Ack=2084 Win=64128 Len=0 TSval=913467819 TSecr=1359887286"
"1592","249.926033458","0.017121726","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","607","2084","85","0xe0","Application Data"
"1593","249.952683103","0.026649645","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2084","692","0","0xe0","64616  >  39042 [ACK] Seq=2084 Ack=692 Win=130944 Len=0 TSval=1359887372 TSecr=913467837"
"1594","249.952699265","0.000016162","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2084","692","85","0xe0","Application Data"
"1595","249.952711206","0.000011941","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","692","2169","0","0xe0","39042  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=0 TSval=913467863 TSecr=1359887378"
"1596","250.076376508","0.123665302","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","1514","692","2169","1428","0xe0","39042  >  64616 [ACK] Seq=692 Ack=2169 Win=64128 Len=1428 TSval=913467987 TSecr=1359887378 [TCP segment of a reassembled PDU]"
"1597","250.076395603","0.000019095","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","183","2120","2169","97","0xe0","Application Data"
"1598","250.279114391","0.202718788","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2169","2217","0","0xe0","64616  >  39042 [ACK] Seq=2169 Ack=2217 Win=129536 Len=0 TSval=1359887584 TSecr=913467987"
"1599","250.279225658","0.000111267","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","187","2169","2217","101","0xe0","Application Data"
"1600","250.279268109","0.000042451","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2217","2270","0","0xe0","39042  >  64616 [ACK] Seq=2217 Ack=2270 Win=64128 Len=0 TSval=913468190 TSecr=1359887621"
"1601","250.343505136","0.064237027","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","459","2217","2270","373","0xe0","Application Data"
"1602","250.480083597","0.136578461","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2270","2590","0","0xe0","64616  >  39042 [ACK] Seq=2270 Ack=2590 Win=130688 Len=0 TSval=1359887822 TSecr=913468254"
"1603","250.480099949","0.000016352","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2270","2590","85","0xe0","Application Data"
"1604","250.480110971","0.000011022","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2590","2355","0","0xe0","39042  >  64616 [ACK] Seq=2590 Ack=2355 Win=64128 Len=0 TSval=913468391 TSecr=1359887836"
"1605","250.485710957","0.005599986","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","187","2590","2355","101","0xe0","Application Data"
"1606","250.504515854","0.018804897","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2355","2691","0","0xe0","64616  >  39042 [ACK] Seq=2355 Ack=2691 Win=130944 Len=0 TSval=1359887919 TSecr=913468396"
"1607","250.504530915","0.000015061","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","491","2355","2691","405","0xe0","Application Data"
"1608","250.548879871","0.044348956","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2691","2760","0","0xe0","39042  >  64616 [ACK] Seq=2691 Ack=2760 Win=64128 Len=0 TSval=913468459 TSecr=1359887933"
"1609","250.555282548","0.006402677","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2691","2760","85","0xe0","Application Data"
"1610","250.598788283","0.043505735","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2760","2776","0","0xe0","64616  >  39042 [ACK] Seq=2760 Ack=2776 Win=130944 Len=0 TSval=1359888017 TSecr=913468466"
"1611","250.673527781","0.074739498","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","171","2760","2776","85","0xe0","Application Data"
"1612","250.673841626","0.000313845","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2776","2845","0","0xe0","39042  >  64616 [ACK] Seq=2776 Ack=2845 Win=64128 Len=0 TSval=913468584 TSecr=1359888024"
"1613","250.677068360","0.003226734","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2776","2845","85","0xe0","Application Data"
"1614","250.773486558","0.096418198","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2845","2861","0","0xe0","64616  >  39042 [ACK] Seq=2845 Ack=2861 Win=130944 Len=0 TSval=1359888134 TSecr=913468588"
"1615","250.773501532","0.000014974","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2845","2861","117","0xe0","Application Data"
"1616","250.817572717","0.044071185","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2861","2962","0","0xe0","39042  >  64616 [ACK] Seq=2861 Ack=2962 Win=64128 Len=0 TSval=913468728 TSecr=1359888140"
"1617","252.780337020","1.962764303","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2861","2962","85","0xe0","Application Data"
"1618","252.789430170","0.009093150","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","2962","2946","0","0xe0","64616  >  39042 [ACK] Seq=2962 Ack=2946 Win=130944 Len=0 TSval=1359890216 TSecr=913470691"
"1619","252.816693816","0.027263646","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","2962","2946","117","0xe0","Application Data"
"1620","252.816715852","0.000022036","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","2946","3079","0","0xe0","39042  >  64616 [ACK] Seq=2946 Ack=3079 Win=64128 Len=0 TSval=913470727 TSecr=1359890221"
"1625","254.822104584","2.005388732","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","2946","3079","85","0xe0","Application Data"
"1626","254.992393100","0.170288516","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3079","3031","0","0xe0","64616  >  39042 [ACK] Seq=3079 Ack=3031 Win=130944 Len=0 TSval=1359892376 TSecr=913472733"
"1627","254.992450924","0.000057824","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3079","3031","117","0xe0","Application Data"
"1628","254.992502903","0.000051979","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3031","3196","0","0xe0","39042  >  64616 [ACK] Seq=3031 Ack=3196 Win=64128 Len=0 TSval=913472903 TSecr=1359892381"
"1634","256.997735598","2.005232695","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3031","3196","85","0xe0","Application Data"
"1635","257.044231012","0.046495414","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3196","3116","0","0xe0","64616  >  39042 [ACK] Seq=3196 Ack=3116 Win=130944 Len=0 TSval=1359894472 TSecr=913474908"
"1638","257.054240865","0.010009853","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3196","3116","117","0xe0","Application Data"
"1639","257.054262972","0.000022107","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3116","3313","0","0xe0","39042  >  64616 [ACK] Seq=3116 Ack=3313 Win=64128 Len=0 TSval=913474965 TSecr=1359894478"
"1642","259.059359701","2.005096729","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3116","3313","85","0xe0","Application Data"
"1643","259.292731768","0.233372067","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3313","3201","0","0xe0","64616  >  39042 [ACK] Seq=3313 Ack=3201 Win=130944 Len=0 TSval=1359896662 TSecr=913476970"
"1644","259.292746510","0.000014742","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3313","3201","117","0xe0","Application Data"
"1645","259.292759071","0.000012561","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3201","3430","0","0xe0","39042  >  64616 [ACK] Seq=3201 Ack=3430 Win=64128 Len=0 TSval=913477203 TSecr=1359896668"
"1646","261.297897298","2.005138227","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3201","3430","85","0xe0","Application Data"
"1647","261.392172737","0.094275439","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TCP","86","3430","3286","0","0xe0","64616  >  39042 [ACK] Seq=3430 Ack=3286 Win=131072 Len=0 TSval=1359898789 TSecr=913479208"
"1648","261.392187473","0.000014736","fe80::18b6:b99d:235d:1cb2","fe80::f4af:cb28:5ee1:34bd","TLSv1.2","203","3430","3286","117","0xe0","Application Data"
"1649","261.392200084","0.000012611","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TCP","86","3286","3547","0","0xe0","39042  >  64616 [ACK] Seq=3286 Ack=3547 Win=64128 Len=0 TSval=913479303 TSecr=1359898795"
"1650","261.395858989","0.003658905","fe80::f4af:cb28:5ee1:34bd","fe80::18b6:b99d:235d:1cb2","TLSv1.2","171","3286","3547","85","0xe0","Application Data"
